symbol,name,market,trade_date,close,pct_chg,ma5,ma10,ma20,signals,score,reason
603773,沃格光电,1,20260302,39.74,-5.11,39.518,38.096,38.109,强势回调买,3.0315,强势回调买
300195,长荣股份,0,20260302,9.29,-3.229,9.238,9.083,8.883,强势回调买,3.0311,强势回调买
000928,中钢国际,0,20260302,7.03,-0.986,6.942,6.822,6.829,强势回调买,3.031,强势回调买
002144,宏达高科,0,20260302,16.36,-3.991,16.268,15.82,15.145,强势回调买,3.0303,强势回调买
600444,国机通用,1,20260302,19.57,-1.708,19.786,19.539,18.9605,强势回调买,3.0296,强势回调买
300145,南方泵业,0,20260302,4.94,-0.202,4.912,4.767,4.671,强势回调买,3.029,强势回调买
603585,苏利股份,1,20260302,22.44,-2.646,22.312,21.42,21.186,强势回调买,3.0279,强势回调买
688628,优利德,1,20260302,41.88,-1.759,42.122,40.611,39.0755,强势回调买,3.0276,强势回调买
300788,中信出版,0,20260302,42.0,-10.064,42.244,37.718,33.69,强势回调买,3.0267,强势回调买
688456,有研粉材,1,20260302,66.63,-3.253,66.246,65.002,62.5105,强势回调买,3.0261,强势回调买
301071,力量钻石,0,20260302,47.4,-3.186,47.122,44.283,42.7355,强势回调买,3.023,强势回调买
002886,沃特股份,0,20260302,24.76,-1.824,24.908,24.373,23.71,强势回调买,3.0217,强势回调买
600461,洪城环境,1,20260302,10.02,0.401,9.888,9.778,9.7385,强势回调买,3.0214,强势回调买
002797,第一创业,0,20260302,7.38,-1.992,7.336,7.123,7.039,强势回调买,3.0201,强势回调买
300266,兴源环境,0,20260302,2.67,-2.198,2.654,2.598,2.567,强势回调买,3.0191,强势回调买
600307,酒钢宏兴,1,20260302,1.96,-1.508,1.936,1.881,1.902,强势回调买,3.0182,强势回调买
600396,华电辽能,1,20260302,3.29,-2.083,3.27,3.202,3.139,强势回调买,3.0165,强势回调买
600765,中航重机,1,20260302,21.38,-0.697,21.512,20.444,19.954,强势回调买,3.0159,强势回调买
300464,星徽股份,0,20260302,7.19,-0.828,7.146,7.028,6.8855,强势回调买,3.0153,强势回调买
688758,赛分科技,1,20260302,20.07,-0.199,20.3,19.995,19.442,强势回调买,3.0141,强势回调买
603117,万林物流,1,20260302,5.83,-2.181,5.608,5.533,5.332,金叉跟进买,3.0124,金叉跟进买
300345,华民股份,0,20260302,7.51,-6.125,7.758,7.782,7.499,支撑确认买,3.0117,支撑确认买
688563,航材股份,1,20260302,72.18,-1.742,74.354,73.086,71.7745,支撑确认买,3.0099,支撑确认买
688419,耐科装备,1,20260302,50.33,-2.612,50.652,49.53,45.9405,强势回调买,3.0093,强势回调买
301399,英特科技,0,20260302,20.89,-2.882,21.43,21.33,20.6455,支撑确认买,3.0072,支撑确认买
002782,可立克,0,20260302,23.41,-0.973,23.198,22.544,22.5965,强势回调买,3.0058,强势回调买
301323,新莱福,0,20260302,60.17,-2.448,60.582,59.246,57.8825,强势回调买,3.0056,强势回调买
002778,中晟高科,0,20260302,23.1,-0.302,22.95,22.36,22.2055,强势回调买,3.0039,强势回调买
600150,中国船舶,1,20260302,38.13,1.007,37.882,36.57,35.507,强势回调买,3.0036,强势回调买
002195,岩山科技,0,20260302,10.76,-2.8,10.69,10.372,10.171,强势回调买,3.0036,强势回调买
300821,东岳硅材,0,20260302,14.13,-2.35,14.038,13.079,12.7735,强势回调买,3.0034,强势回调买
600008,首创环保,1,20260302,3.18,0.0,3.138,3.099,3.088,强势回调买,3.0026,强势回调买
688700,东威科技,1,20260302,44.33,-0.583,44.04,42.472,41.8835,强势回调买,3.0025,强势回调买
300473,德尔股份,0,20260302,34.43,-4.626,35.58,34.774,34.381,支撑确认买,3.0019,支撑确认买
301362,民爆光电,0,20260302,111.02,15.658,95.348,90.653,75.8345,金叉跟进买,3.0,金叉跟进买
002155,湖南黄金,0,20260302,41.47,10.0,36.236,35.006,33.9435,金叉跟进买,3.0,金叉跟进买
002832,比音勒芬,0,20260302,16.42,5.731,15.558,15.407,15.254,金叉跟进买,3.0,金叉跟进买
002149,西部材料,0,20260302,55.08,5.72,50.872,50.596,50.833,金叉跟进买,3.0,金叉跟进买
300448,浩云科技,0,20260302,11.21,2.002,10.104,10.019,9.7165,金叉跟进买,3.0,金叉跟进买
002216,三全食品,0,20260302,12.62,-1.097,12.036,11.894,11.8705,金叉跟进买,3.0,金叉跟进买
600343,航天动力,1,20260302,36.98,-1.387,35.104,34.602,34.9275,金叉跟进买,3.0,金叉跟进买
301252,同星科技,0,20260302,40.09,-2.906,39.824,38.602,34.9855,强势回调买,2.9996,强势回调买
000663,永安林业,0,20260302,7.98,-6.338,8.244,8.144,7.964,支撑确认买,2.9991,支撑确认买
301157,华塑科技,0,20260302,58.1,-1.858,58.59,58.072,55.9985,强势回调买,2.9985,强势回调买
688261,东微半导,1,20260302,100.96,0.139,100.286,96.415,95.9385,强势回调买,2.9984,强势回调买
300437,清水源,0,20260302,18.4,-4.811,18.526,16.789,16.0605,强势回调买,2.996,强势回调买
300796,贝斯美,0,20260302,10.14,-2.124,10.222,10.016,9.7665,强势回调买,2.9945,强势回调买
