ts_code,trade_date,cost_5pct,cost_95pct,weight_avg,winner_rate
300927.SZ,20260327,27.6,36.6,31.36,11.78
605177.SH,20260327,19.2,22.8,21.33,35.94
301220.SZ,20260327,39.2,48.0,43.46,40.65
603102.SH,20260327,38.7,46.8,43.41,21.39
605133.SH,20260327,25.6,36.4,31.17,11.44
300939.SZ,20260327,39.0,48.3,43.56,23.86
605255.SH,20260327,100.0,212.0,134.77,21.24
300864.SZ,20260327,19.6,23.2,21.58,22.49
300952.SZ,20260327,34.2,47.4,39.05,21.59
003000.SZ,20260327,10.0,12.2,11.25,10.98
301199.SZ,20260327,21.6,25.4,23.83,17.89
688228.SH,20260327,101.4,169.0,117.21,45.41
301007.SZ,20260327,31.6,41.2,36.43,16.14
300876.SZ,20260327,24.9,34.2,28.98,18.53
301051.SZ,20260327,19.8,24.3,22.17,52.74
601568.SH,20260327,3.8,4.8,4.31,63.74
003011.SZ,20260327,22.4,28.0,25.12,27.97
300941.SZ,20260327,19.5,23.5,20.72,44.92
300982.SZ,20260327,23.2,27.6,25.45,20.49
300933.SZ,20260327,7.7,9.5,8.67,17.05
605007.SH,20260327,13.4,17.2,15.51,10.49
300931.SZ,20260327,11.5,13.5,12.64,43.63
003005.SZ,20260327,18.0,21.1,19.26,40.95
605077.SH,20260327,14.4,18.3,16.09,14.5
605055.SH,20260327,8.3,10.3,9.51,27.78
003023.SZ,20260327,21.0,25.0,23.09,33.6
003007.SZ,20260327,39.2,47.2,43.17,21.87
605186.SH,20260327,18.8,22.8,21.22,17.8
003026.SZ,20260327,32.4,35.2,34.26,95.73
603112.SH,20260327,16.5,19.5,17.55,20.11
605122.SH,20260327,12.4,14.2,13.46,31.42
300891.SZ,20260327,8.6,10.8,9.87,23.28
605338.SH,20260327,24.4,32.4,28.25,23.16
300900.SZ,20260327,31.1,40.0,33.22,43.4
605336.SH,20260327,13.7,17.8,15.18,83.27
300909.SZ,20260327,36.8,53.2,44.15,12.22
300882.SZ,20260327,20.8,25.8,23.38,15.02
003028.SZ,20260327,27.0,33.3,30.23,8.18
605268.SH,20260327,11.8,16.6,13.32,20.6
300893.SZ,20260327,21.0,25.5,23.45,2.58
300881.SZ,20260327,41.4,54.4,47.38,24.99
605179.SH,20260327,17.4,22.8,20.63,6.51
300879.SZ,20260327,24.0,30.0,26.64,88.85
601279.SH,20260327,4.1,5.4,4.71,13.09
605337.SH,20260327,10.5,14.1,12.23,11.41
688566.SH,20260327,27.8,37.4,30.29,49.64
688189.SH,20260327,7.2,9.2,8.26,31.55
688165.SH,20260327,17.0,24.6,21.24,4.07
688085.SH,20260327,18.0,23.0,21.1,13.55
688396.SH,20260327,44.8,68.0,56.06,9.01
688622.SH,20260327,69.6,128.8,90.05,63.51
688360.SH,20260327,17.4,22.4,19.84,45.45
688579.SH,20260327,10.4,13.0,11.95,7.99
688518.SH,20260327,22.4,31.2,26.35,36.96
688208.SH,20260327,32.0,39.5,35.01,9.51
688516.SH,20260327,74.4,106.8,83.02,3.6
688500.SH,20260327,49.2,68.4,55.05,47.9
688081.SH,20260327,35.6,46.4,41.0,21.76
300942.SZ,20260327,8.3,11.0,9.75,12.5
603759.SH,20260327,9.8,12.7,10.87,11.2
300932.SZ,20260327,13.0,17.0,14.37,20.43
300614.SZ,20260327,12.6,16.8,14.9,18.44
301025.SZ,20260327,10.1,13.4,11.63,17.52
603155.SH,20260327,15.0,20.7,18.22,13.89
003015.SZ,20260327,14.4,17.6,16.34,5.85
605069.SH,20260327,11.8,14.7,13.54,12.07
300923.SZ,20260327,25.2,30.4,28.0,29.44
003029.SZ,20260327,20.8,25.9,22.44,41.0
605155.SH,20260327,14.9,21.1,18.14,20.43
605005.SH,20260327,16.4,21.7,19.36,90.55
003017.SZ,20260327,29.2,34.8,31.9,33.01
601658.SH,20260327,4.3,6.1,5.37,24.51
301006.SZ,20260327,15.8,19.0,17.48,31.93
605258.SH,20260327,31.2,37.0,34.31,28.95
300930.SZ,20260327,26.8,34.0,29.96,47.75
605060.SH,20260327,52.4,70.4,59.65,13.97
003018.SZ,20260327,24.5,28.0,26.55,89.46
605117.SH,20260327,85.8,138.6,126.72,43.62
300906.SZ,20260327,30.0,38.0,34.3,10.2
605068.SH,20260327,25.5,29.1,27.37,40.44
605018.SH,20260327,10.3,13.0,11.72,11.13
605058.SH,20260327,29.8,35.8,32.6,65.15
300907.SZ,20260327,27.2,32.0,29.67,19.04
300872.SZ,20260327,15.8,18.7,16.96,57.01
301068.SZ,20260327,26.2,37.6,32.54,35.29
605277.SH,20260327,21.4,26.0,23.79,19.42
300917.SZ,20260327,31.6,42.4,36.65,19.5
300905.SZ,20260327,30.0,37.6,33.55,39.32
605298.SH,20260327,38.4,52.4,44.71,65.19
605196.SH,20260327,40.8,58.0,49.25,37.25
603931.SH,20260327,26.6,35.8,32.05,10.78
605011.SH,20260327,19.7,22.4,21.16,79.9
301587.SZ,20260327,23.7,27.9,26.55,84.95
605378.SH,20260327,19.6,26.4,22.39,9.75
605376.SH,20260327,86.4,116.4,97.87,21.54
600916.SH,20260327,9.1,12.0,10.11,45.44
300926.SZ,20260327,27.8,33.0,30.06,13.5
301021.SZ,20260327,48.4,61.6,54.67,37.86
601686.SH,20260327,5.6,6.6,6.18,10.96
301010.SZ,20260327,20.8,24.2,22.53,29.13
300937.SZ,20260327,27.9,32.0,29.55,74.32
688096.SH,20260327,8.5,9.6,9.05,70.84
605319.SH,20260327,21.0,25.5,23.73,77.87
605208.SH,20260327,12.3,14.3,13.23,42.39
601156.SH,20260327,14.5,19.2,17.6,33.84
300774.SZ,20260327,16.8,25.5,19.7,40.66
605162.SH,20260327,9.2,11.3,10.46,88.71
601825.SH,20260327,5.7,9.8,8.4,62.13
003030.SZ,20260327,18.6,22.0,20.43,63.09
688339.SH,20260327,26.4,34.8,31.37,11.29
688177.SH,20260327,20.8,34.8,26.41,13.98
688222.SH,20260327,23.0,34.0,27.65,26.7
688318.SH,20260327,107.2,157.6,130.63,5.67
688037.SH,20260327,155.8,218.5,185.55,35.57
300999.SZ,20260327,27.9,32.4,30.74,9.27
688398.SH,20260327,18.0,25.2,22.87,87.73
688277.SH,20260327,21.6,27.2,24.79,21.8
688200.SH,20260327,234.6,308.2,270.52,46.5
688221.SH,20260327,17.8,25.8,20.35,63.12
605305.SH,20260327,38.0,44.4,41.23,65.68
605286.SH,20260327,39.6,54.0,48.73,22.09
688567.SH,20260327,13.2,18.4,15.32,21.55
688520.SH,20260327,37.6,78.0,50.49,32.24
688521.SH,20260327,191.8,274.4,221.91,54.34
003031.SZ,20260327,73.2,84.6,78.66,34.35
688180.SH,20260327,30.4,41.6,34.75,59.32
688312.SH,20260327,44.8,59.2,50.16,50.45
605300.SH,20260327,10.9,14.2,12.15,4.03
603171.SH,20260327,50.0,87.2,67.13,7.71
688377.SH,20260327,36.0,52.4,45.16,11.01
688488.SH,20260327,14.6,21.0,17.03,27.26
003039.SZ,20260327,14.6,18.2,16.59,11.74
300913.SZ,20260327,46.0,56.4,51.89,11.33
300884.SZ,20260327,13.0,15.8,13.99,38.73
688598.SH,20260327,22.4,30.4,27.17,9.99
688157.SH,20260327,33.0,42.5,37.72,76.0
300986.SZ,20260327,23.6,30.4,26.04,23.28
603324.SH,20260327,23.2,27.6,25.4,53.49
688309.SH,20260327,46.2,60.0,54.97,98.41
601816.SH,20260327,4.8,5.8,5.19,36.29
688156.SH,20260327,17.2,23.2,20.74,32.71
688336.SH,20260327,55.6,76.4,64.14,85.18
688286.SH,20260327,63.6,84.0,74.48,18.18
688356.SH,20260327,87.4,110.4,101.53,16.16
301299.SZ,20260327,60.6,70.2,66.21,39.54
300921.SZ,20260327,24.4,28.3,26.05,28.0
688004.SH,20260327,21.0,26.4,23.33,24.76
688558.SH,20260327,26.8,33.6,30.78,16.03
688418.SH,20260327,38.4,45.6,41.15,68.11
688589.SH,20260327,21.5,26.0,23.84,11.79
300911.SZ,20260327,27.2,46.4,34.6,23.27
300918.SZ,20260327,13.8,19.8,16.87,5.79
300940.SZ,20260327,21.6,28.8,23.39,44.4
688569.SH,20260327,20.0,25.2,22.28,7.34
688586.SH,20260327,12.4,16.5,14.77,26.74
001299.SZ,20260327,12.8,15.6,13.86,44.53
605086.SH,20260327,33.3,48.0,40.14,10.5
605287.SH,20260327,39.2,54.8,45.9,35.57
688077.SH,20260327,27.6,36.6,32.59,21.18
688229.SH,20260327,81.6,114.0,93.96,51.55
688065.SH,20260327,46.2,59.4,53.53,18.91
688050.SH,20260327,48.0,61.5,52.78,56.78
605016.SH,20260327,21.6,26.8,24.74,42.99
300925.SZ,20260327,17.2,22.6,19.38,38.82
300920.SZ,20260327,36.4,45.6,40.33,42.34
688106.SH,20260327,24.8,31.2,28.47,88.84
300903.SZ,20260327,33.0,42.4,36.42,12.52
688379.SH,20260327,44.0,58.4,51.47,12.19
688580.SH,20260327,50.4,67.2,58.63,14.93
688060.SH,20260327,39.1,49.3,47.02,32.03
300977.SZ,20260327,18.0,24.0,20.23,19.12
600906.SH,20260327,6.3,7.4,6.85,7.67
300950.SZ,20260327,20.2,25.0,21.8,56.47
688508.SH,20260327,56.4,70.8,64.14,10.49
688600.SH,20260327,22.6,29.4,26.23,20.34
688602.SH,20260327,7.2,8.8,7.68,74.46
688311.SH,20260327,36.0,49.6,43.46,14.38
688390.SH,20260327,83.6,104.5,97.39,71.79
688155.SH,20260327,69.6,96.0,83.11,24.74
688577.SH,20260327,61.6,120.0,82.74,13.81
688556.SH,20260327,13.4,17.2,15.07,14.52
688585.SH,20260327,106.6,161.2,134.07,16.66
688338.SH,20260327,26.4,34.8,31.94,26.57
688590.SH,20260327,13.1,21.8,15.87,16.26
688393.SH,20260327,22.4,33.6,27.02,15.48
300948.SZ,20260327,19.6,23.0,21.46,7.56
605080.SH,20260327,21.8,26.7,24.73,16.69
300916.SZ,20260327,28.8,34.8,30.9,32.88
003037.SZ,20260327,7.0,8.7,7.94,7.43
605028.SH,20260327,26.2,33.4,28.48,67.73
300998.SZ,20260327,21.6,24.8,23.41,26.79
300895.SZ,20260327,63.2,78.0,68.11,29.61
688056.SH,20260327,32.2,39.2,35.95,28.48
688819.SH,20260327,25.6,35.6,31.84,68.98
688559.SH,20260327,49.5,63.0,55.84,29.31
605589.SH,20260327,28.2,35.1,31.81,21.4
301081.SZ,20260327,11.4,15.2,13.65,99.4
301024.SZ,20260327,33.3,43.5,38.48,10.51
300961.SZ,20260327,12.2,15.8,13.25,34.48
301116.SZ,20260327,9.5,11.8,10.33,54.85
605089.SH,20260327,22.0,31.0,25.47,34.12
600032.SH,20260327,7.5,13.0,10.29,66.79
300965.SZ,20260327,48.8,63.6,52.85,53.35
688055.SH,20260327,2.5,4.6,3.93,57.56
688215.SH,20260327,63.0,78.4,70.68,39.6
688335.SH,20260327,34.0,43.0,38.22,10.46
688185.SH,20260327,64.0,76.0,75.63,62.14
300947.SZ,20260327,16.2,21.2,18.71,18.55
688289.SH,20260327,17.6,22.4,20.2,10.22
688519.SH,20260327,108.0,165.6,143.79,31.6
688550.SH,20260327,38.2,50.4,44.06,19.17
688301.SH,20260327,99.0,129.0,115.98,16.9
688095.SH,20260327,68.8,113.6,83.59,21.7
688330.SH,20260327,40.5,57.0,49.7,41.09
688313.SH,20260327,77.6,89.6,83.68,90.2
688777.SH,20260327,63.2,90.0,74.85,12.07
688256.SH,20260327,998.4,1419.6,1152.42,11.17
688127.SH,20260327,48.9,63.9,58.13,44.23
300972.SZ,20260327,174.4,233.6,201.18,9.0
003035.SZ,20260327,7.2,10.6,9.01,18.01
301030.SZ,20260327,10.4,14.0,12.22,19.66
688595.SH,20260327,30.4,40.8,35.58,9.14
688551.SH,20260327,39.2,48.0,44.48,53.02
688383.SH,20260327,61.2,82.8,73.96,16.93
688093.SH,20260327,30.4,41.2,35.94,6.29
600905.SH,20260327,4.1,4.6,4.3,85.11
600935.SH,20260327,2.5,3.3,2.93,58.82
300946.SZ,20260327,41.6,56.0,46.89,47.1
688386.SH,20260327,73.6,100.0,87.52,26.74
688408.SH,20260327,38.5,50.6,44.42,10.3
688316.SH,20260327,71.0,85.0,76.62,18.0
688596.SH,20260327,28.2,36.2,32.23,13.71
688378.SH,20260327,32.6,41.2,37.54,27.22
688659.SH,20260327,9.2,11.2,10.25,34.11
688083.SH,20260327,48.0,80.0,65.0,6.85
688129.SH,20260327,20.0,25.2,23.2,39.24
688017.SH,20260327,180.8,238.4,205.98,19.89
688581.SH,20260327,54.0,68.4,61.33,6.73
688529.SH,20260327,16.8,21.2,19.31,10.58
688578.SH,20260327,89.6,114.4,99.21,37.3
688308.SH,20260327,74.4,95.2,83.05,39.61
688013.SH,20260327,35.4,53.4,43.15,17.13
688135.SH,20260327,25.8,35.2,29.13,15.71
300964.SZ,20260327,63.0,70.8,66.63,40.44
301002.SZ,20260327,32.8,45.6,38.25,30.38
301171.SZ,20260327,42.8,49.2,45.26,44.57
301023.SZ,20260327,38.0,47.2,41.27,38.99
301036.SZ,20260327,26.8,35.6,29.37,51.59
301011.SZ,20260327,22.0,28.4,25.39,29.39
301029.SZ,20260327,22.8,30.0,27.24,5.35
300967.SZ,20260327,17.4,21.2,18.78,47.79
688536.SH,20260327,161.0,199.5,182.59,89.81
688160.SH,20260327,102.0,154.8,124.09,15.65
688070.SH,20260327,47.6,64.0,56.9,6.9
688608.SH,20260327,159.6,247.0,200.07,18.94
688617.SH,20260327,224.0,313.6,250.99,62.21
688575.SH,20260327,13.6,16.4,15.09,57.36
688557.SH,20260327,30.8,41.6,36.59,10.19
605499.SH,20260327,218.4,283.4,240.41,34.06
300993.SZ,20260327,12.2,16.0,14.26,8.81
300956.SZ,20260327,14.6,18.3,16.64,10.92
300997.SZ,20260327,19.4,29.2,23.29,13.3
605189.SH,20260327,13.0,16.5,15.08,17.46
300951.SZ,20260327,33.6,39.6,36.56,36.64
688328.SH,20260327,35.8,46.4,39.8,30.59
688219.SH,20260327,10.2,13.2,12.1,14.51
688677.SH,20260327,37.2,50.4,44.39,21.78
688092.SH,20260327,24.2,31.6,28.9,34.55
688699.SH,20260327,41.4,64.4,50.28,22.88
688179.SH,20260327,15.6,19.6,17.49,51.72
688195.SH,20260327,216.6,288.8,263.96,99.2
688668.SH,20260327,126.9,163.8,141.33,12.74
688658.SH,20260327,16.8,29.2,21.0,22.34
688665.SH,20260327,43.2,62.4,51.91,5.07
688698.SH,20260327,64.8,108.8,80.99,25.55
300919.SZ,20260327,44.0,58.4,52.27,35.9
301000.SZ,20260327,28.8,42.9,37.06,8.98
301190.SZ,20260327,20.8,26.0,23.78,24.61
301182.SZ,20260327,49.6,62.6,56.5,48.57
300975.SZ,20260327,16.9,20.0,18.56,28.68
300973.SZ,20260327,32.0,46.4,39.94,19.25
300955.SZ,20260327,31.6,41.2,35.75,49.74
300966.SZ,20260327,18.7,21.7,20.39,57.76
688510.SH,20260327,31.2,46.4,37.28,15.08
688779.SH,20260327,8.2,12.6,11.01,47.86
688739.SH,20260327,24.0,28.8,26.77,7.34
688669.SH,20260327,21.6,29.6,26.76,31.67
688696.SH,20260327,87.0,116.0,101.68,48.35
688788.SH,20260327,53.4,75.0,64.36,15.43
003040.SZ,20260327,15.4,18.3,16.43,54.41
300959.SZ,20260327,74.9,93.8,81.79,26.83
688571.SH,20260327,7.1,8.3,7.77,27.87
688561.SH,20260327,30.0,40.8,35.79,3.11
688560.SH,20260327,14.8,21.6,17.51,15.45
688136.SH,20260327,25.5,40.5,31.35,23.75
688191.SH,20260327,39.9,53.7,47.89,18.88
688676.SH,20260327,77.6,103.2,90.64,3.1
688109.SH,20260327,122.4,152.4,133.18,29.88
688079.SH,20260327,11.2,14.1,12.83,48.82
688607.SH,20260327,49.6,63.2,54.57,83.83
688630.SH,20260327,166.5,198.0,179.31,71.62
688350.SH,20260327,25.4,33.8,29.86,26.73
688619.SH,20260327,13.8,16.2,14.97,50.25
688680.SH,20260327,47.5,64.6,54.45,41.88
688679.SH,20260327,42.4,56.4,46.95,39.52
601995.SH,20260327,32.4,38.4,35.45,5.66
688686.SH,20260327,86.4,144.0,115.82,8.96
688678.SH,20260327,23.2,27.4,25.95,58.71
688616.SH,20260327,12.3,15.4,13.85,37.93
003038.SZ,20260327,13.6,18.0,15.04,61.74
001206.SZ,20260327,20.4,28.4,22.94,21.71
605507.SH,20260327,22.9,29.5,26.76,44.71
605056.SH,20260327,21.2,25.3,23.39,41.28
688618.SH,20260327,27.0,35.2,31.49,23.02
688628.SH,20260327,32.0,44.5,39.86,85.74
688689.SH,20260327,30.8,38.0,34.2,18.39
688067.SH,20260327,24.2,29.2,27.0,41.06
688131.SH,20260327,60.2,85.4,69.48,53.72
688687.SH,20260327,19.2,27.0,22.12,20.41
688063.SH,20260327,67.2,83.2,78.48,42.59
688305.SH,20260327,55.8,66.6,61.86,12.83
688183.SH,20260327,78.4,101.6,86.98,16.82
688606.SH,20260327,61.6,73.6,67.08,9.81
601399.SH,20260327,4.4,6.3,5.17,7.57
688082.SH,20260327,141.9,211.2,176.48,5.2
688171.SH,20260327,46.0,59.6,53.01,18.21
688317.SH,20260327,18.8,26.8,22.05,9.95
688633.SH,20260327,22.4,28.6,25.45,22.58
688626.SH,20260327,54.4,84.0,66.76,16.81
688981.SH,20260327,97.6,128.0,112.19,3.74
688636.SH,20260327,39.2,52.4,45.03,10.33
688329.SH,20260327,21.6,27.2,24.97,43.42
688661.SH,20260327,80.8,106.4,91.28,17.53
688075.SH,20260327,36.0,43.2,40.18,9.92
688609.SH,20260327,8.0,10.2,9.09,8.87
688315.SH,20260327,13.2,17.2,15.46,15.3
688667.SH,20260327,67.5,99.9,90.38,83.77
605020.SH,20260327,24.6,30.3,27.76,17.16
688625.SH,20260327,51.9,74.4,64.27,15.91
688468.SH,20260327,7.0,8.4,7.79,13.19
688345.SH,20260327,32.8,46.4,40.75,67.29
688314.SH,20260327,37.1,51.8,44.09,97.87
688733.SH,20260327,25.8,33.6,30.09,15.8
688639.SH,20260327,28.8,39.2,34.36,13.58
688565.SH,20260327,10.5,15.0,13.3,51.22
688662.SH,20260327,53.2,69.2,59.56,67.84
688226.SH,20260327,38.4,47.2,43.72,86.82
688260.SH,20260327,25.6,35.6,29.65,20.5
688161.SH,20260327,24.8,34.4,30.14,65.59
003042.SZ,20260327,15.7,18.7,17.52,55.95
605566.SH,20260327,25.1,33.3,29.28,27.55
603216.SH,20260327,32.0,55.6,40.9,11.35
688789.SH,20260327,69.0,86.0,77.74,9.64
688425.SH,20260327,4.8,6.5,5.45,6.5
688683.SH,20260327,28.2,39.6,34.78,17.38
688533.SH,20260327,25.2,33.6,30.72,9.25
688682.SH,20260327,41.5,63.0,50.5,12.82
688690.SH,20260327,22.8,30.0,27.61,15.22
688148.SH,20260327,7.8,9.6,8.78,57.87
688517.SH,20260327,17.2,19.6,18.43,78.89
688132.SH,20260327,16.2,20.6,18.59,12.0
688269.SH,20260327,37.6,50.4,43.3,10.37
688456.SH,20260327,52.0,67.6,59.87,8.14
688660.SH,20260327,13.0,18.8,15.24,4.94
688611.SH,20260327,49.6,65.6,59.06,12.32
688613.SH,20260327,20.3,24.5,23.33,36.9
688584.SH,20260327,18.6,25.9,22.56,11.72
605365.SH,20260327,17.3,27.7,22.09,10.65
001215.SZ,20260327,34.0,46.5,39.03,31.5
605488.SH,20260327,32.4,44.8,37.66,8.3
301181.SZ,20260327,37.2,45.6,41.94,12.23
001207.SZ,20260327,27.4,33.2,29.99,71.14
605167.SH,20260327,15.9,19.2,17.5,10.69
601921.SH,20260327,7.6,8.7,8.13,10.39
001202.SZ,20260327,16.1,20.3,17.75,22.62
688501.SH,20260327,23.8,29.2,26.77,11.59
688147.SH,20260327,65.6,93.2,78.43,14.36
688280.SH,20260327,9.6,11.2,10.4,13.91
688663.SH,20260327,53.5,64.5,58.04,76.19
688217.SH,20260327,25.2,32.4,29.44,32.66
688395.SH,20260327,23.2,27.8,25.76,44.66
688112.SH,20260327,35.2,46.0,40.26,31.12
688319.SH,20260327,23.2,31.4,27.81,72.48
688059.SH,20260327,105.7,137.9,120.46,19.23
688117.SH,20260327,32.4,44.8,38.21,18.16
688239.SH,20260327,55.0,78.5,65.11,19.88
688793.SH,20260327,21.0,28.5,24.51,92.85
688799.SH,20260327,42.4,53.6,47.54,95.12
688216.SH,20260327,26.4,34.0,30.18,18.0
688323.SH,20260327,19.8,27.6,22.57,17.36
603511.SH,20260327,13.6,17.6,15.81,5.73
605259.SH,20260327,20.6,25.3,22.31,27.86
001269.SZ,20260327,22.7,25.9,24.67,23.29
688681.SH,20260327,17.4,21.4,19.42,30.91
688201.SH,20260327,13.6,17.2,15.5,9.16
688113.SH,20260327,36.0,46.8,42.07,18.19
688700.SH,20260327,40.0,55.0,50.22,57.65
688509.SH,20260327,4.3,5.6,4.9,17.38
688786.SH,20260327,28.8,37.4,32.97,18.05
688685.SH,20260327,41.2,57.2,49.39,16.1
688227.SH,20260327,56.8,79.2,65.21,51.4
688182.SH,20260327,25.4,35.4,31.07,18.63
688355.SH,20260327,17.8,23.0,20.79,45.62
300983.SZ,20260327,24.4,32.6,29.84,35.19
301022.SZ,20260327,28.0,35.0,30.4,25.05
301037.SZ,20260327,13.8,16.6,15.28,42.15
300985.SZ,20260327,20.0,27.2,24.02,14.7
301052.SZ,20260327,32.9,37.3,34.58,50.84
301016.SZ,20260327,21.1,27.7,24.84,15.22
300995.SZ,20260327,32.4,42.4,37.05,20.39
300984.SZ,20260327,52.0,82.4,64.8,8.95
001205.SZ,20260327,14.0,17.6,15.74,20.49
001213.SZ,20260327,3.9,4.5,4.15,23.81
001219.SZ,20260327,13.5,15.2,14.56,23.09
001212.SZ,20260327,47.6,56.4,52.37,24.59
600955.SH,20260327,15.0,21.3,18.7,28.87
603107.SH,20260327,14.3,16.0,15.18,9.26
001217.SZ,20260327,11.6,15.2,13.32,18.56
605588.SH,20260327,49.5,60.6,55.36,27.94
605598.SH,20260327,46.0,69.0,55.78,4.41
001211.SZ,20260327,25.6,29.6,27.78,69.39
605138.SH,20260327,6.6,8.6,7.49,8.05
001288.SZ,20260327,28.4,38.6,33.99,6.72
001208.SZ,20260327,18.3,22.3,19.3,38.3
603836.SH,20260327,12.6,15.2,14.13,11.45
001209.SZ,20260327,18.8,24.0,20.42,72.14
605580.SH,20260327,20.2,28.6,24.0,20.7
300969.SZ,20260327,122.4,150.4,133.75,22.49
301069.SZ,20260327,20.0,28.0,23.89,20.43
301033.SZ,20260327,59.2,76.8,68.99,21.97
301169.SZ,20260327,49.5,63.9,56.88,19.15
300976.SZ,20260327,54.0,66.0,59.86,8.49
301099.SZ,20260327,46.2,53.0,48.94,26.3
301093.SZ,20260327,74.8,90.4,83.22,79.93
300979.SZ,20260327,45.5,70.0,54.91,2.62
301027.SZ,20260327,21.4,24.2,22.79,21.93
301009.SZ,20260327,10.8,13.5,11.7,65.36
301043.SZ,20260327,53.4,76.2,60.49,5.46
300990.SZ,20260327,77.7,93.1,84.9,8.46
301059.SZ,20260327,12.8,15.5,14.36,25.58
301013.SZ,20260327,20.7,25.1,22.18,42.78
300957.SZ,20260327,36.0,48.0,43.93,21.36
301001.SZ,20260327,26.9,33.6,29.25,50.17
300989.SZ,20260327,14.1,17.0,15.49,11.17
301066.SZ,20260327,13.5,20.7,16.16,21.95
301004.SZ,20260327,48.0,72.0,58.08,1.92
300854.SZ,20260327,23.0,28.2,25.81,97.59
301198.SZ,20260327,13.7,17.0,15.12,16.1
301077.SZ,20260327,26.0,33.8,29.76,14.27
300980.SZ,20260327,33.3,39.8,37.04,55.77
300844.SZ,20260327,33.6,49.2,40.82,11.28
301065.SZ,20260327,21.4,24.8,23.35,32.96
301082.SZ,20260327,17.0,20.2,18.71,22.17
301055.SZ,20260327,18.4,25.6,21.21,14.04
301040.SZ,20260327,28.8,42.0,34.13,5.82
301019.SZ,20260327,19.8,26.0,22.97,14.13
301067.SZ,20260327,28.4,36.0,32.43,32.14
301070.SZ,20260327,59.6,69.2,64.45,86.18
301061.SZ,20260327,62.0,108.0,88.49,9.77
688728.SH,20260327,13.0,17.6,15.6,5.65
301336.SZ,20260327,48.2,62.6,54.62,29.99
301003.SZ,20260327,45.9,52.2,49.29,75.53
301152.SZ,20260327,26.0,29.9,27.99,93.97
301060.SZ,20260327,9.6,13.3,10.97,19.16
300991.SZ,20260327,48.0,64.6,55.36,15.5
300814.SZ,20260327,80.8,110.4,93.51,15.53
301185.SZ,20260327,17.8,21.4,19.94,22.57
301120.SZ,20260327,22.0,27.4,23.5,52.44
301108.SZ,20260327,28.0,36.0,31.8,14.35
301159.SZ,20260327,41.6,48.6,44.64,18.05
300988.SZ,20260327,25.3,29.4,27.28,8.82
301118.SZ,20260327,22.8,29.0,26.29,24.85
300971.SZ,20260327,20.9,26.3,23.4,39.46
301031.SZ,20260327,135.1,152.6,141.81,48.85
301049.SZ,20260327,21.6,25.6,23.51,29.12
301072.SZ,20260327,21.0,24.9,23.29,25.0
301089.SZ,20260327,26.0,30.6,27.73,75.44
301085.SZ,20260327,60.0,68.1,63.36,12.04
301078.SZ,20260327,8.0,11.2,9.62,18.3
301129.SZ,20260327,24.0,30.1,26.88,19.33
688071.SH,20260327,30.0,44.8,36.6,13.94
301231.SZ,20260327,30.4,36.2,32.17,40.55
301012.SZ,20260327,29.5,34.4,31.29,8.13
301149.SZ,20260327,11.3,12.8,12.11,32.21
301057.SZ,20260327,33.4,45.4,37.64,8.85
301005.SZ,20260327,138.6,172.7,149.89,28.51
301053.SZ,20260327,33.0,38.0,35.85,99.13
301133.SZ,20260327,36.8,42.6,39.29,10.44
301128.SZ,20260327,113.4,142.2,133.13,56.46
301008.SZ,20260327,28.4,38.0,34.03,12.58
301041.SZ,20260327,25.6,30.6,27.98,25.69
301119.SZ,20260327,41.6,57.6,49.95,3.42
301056.SZ,20260327,13.6,17.5,15.58,28.09
301087.SZ,20260327,44.0,60.8,55.63,45.56
301126.SZ,20260327,10.4,12.8,11.46,52.87
301188.SZ,20260327,15.6,18.8,17.31,42.72
301193.SZ,20260327,21.7,29.0,25.39,18.01
301038.SZ,20260327,20.4,25.5,22.5,26.19
301362.SZ,20260327,91.5,108.5,99.1,73.61
688601.SH,20260327,50.0,56.8,53.62,61.12
301101.SZ,20260327,32.8,46.8,40.05,7.57
688087.SH,20260327,28.7,42.7,37.64,63.9
301071.SZ,20260327,39.9,53.2,45.2,19.23
301345.SZ,20260327,196.2,217.8,206.57,92.81
301058.SZ,20260327,9.7,11.8,11.0,9.81
301259.SZ,20260327,30.0,36.8,32.58,62.4
301083.SZ,20260327,17.5,20.9,19.27,18.75
301166.SZ,20260327,29.4,34.8,32.09,32.64
301050.SZ,20260327,44.1,58.5,51.4,15.95
301234.SZ,20260327,35.4,45.2,40.33,41.97
301398.SZ,20260327,45.0,63.2,52.3,30.97
301370.SZ,20260327,10.2,12.6,11.63,9.27
301298.SZ,20260327,14.8,17.4,16.27,30.21
301032.SZ,20260327,11.8,14.7,13.36,12.72
301103.SZ,20260327,19.0,22.2,21.05,14.48
301100.SZ,20260327,18.2,24.0,21.05,19.61
301112.SZ,20260327,31.0,42.0,34.15,51.71
688655.SH,20260327,25.0,30.4,26.89,14.47
688232.SH,20260327,22.4,34.0,28.39,4.53
301090.SZ,20260327,7.0,9.1,7.98,44.97
301186.SZ,20260327,48.0,56.8,53.34,59.09
301180.SZ,20260327,19.3,22.5,21.1,18.84
301091.SZ,20260327,20.4,30.0,24.09,11.86
301039.SZ,20260327,8.3,10.4,9.47,19.21
301239.SZ,20260327,31.2,41.6,35.6,40.79
301138.SZ,20260327,32.7,44.1,38.43,20.27
301079.SZ,20260327,34.8,39.7,36.54,53.9
300994.SZ,20260327,15.0,17.0,15.72,21.44
